Setting name,Date Resolved,County,Date Reported,Total cases,Total deaths,fips
Elevation Health and Rehabilitation Center (020431): June 2022,2022-08-09,Arapahoe,2022-07-01,6,0,8005
Cherry Hills Assisted Living and Memory Care (23K182): July 2022,2022-10-24,Arapahoe,2022-07-04,51,0,8005
The Gardens at Columbine (2304QP): July 2022,2022-08-12,Arapahoe,2022-07-04,24,0,8005
Loving Care Assisted Living Services LLC (23W745),2022-08-11,Arapahoe,2022-07-05,9,0,8005
Englewood Post Acute and Rehabilitation (020481): July 2022,2022-08-08,Arapahoe,2022-07-06,6,0,8005
Serenity House Assisted Living VIII (23N230): June 2022,2022-08-04,Arapahoe,2022-07-06,4,0,8005
Brookdale Greenwood Village (0204W6): July 2022,2022-09-13,Arapahoe,2022-07-08,24,1,8005
Lowry Hills Care and Rehabilitation (020426): July 2022,2022-08-19,Arapahoe,2022-07-11,9,0,8005
Apple Store - Aspen Grove,2022-06-28,Arapahoe,2022-07-12,5,0,8005
Cadence Aurora (23048J): July 2022,2022-07-26,Arapahoe,2022-07-12,4,0,8005
Garden Terrace Alzheimer's Center Of Excellence (020469): July 2022,2022-09-13,Arapahoe,2022-07-13,11,0,8005
Rocky Mountain Care and Consulting (23Q270): July 2022,2022-08-05,Arapahoe,2022-07-13,2,0,8005
Ash House (05K174): July 2022,2022-08-11,Arapahoe,2022-08-01,5,0,8005
Modena Cherry Creek (23P249): August 2022,2022-09-26,Arapahoe,2022-08-03,25,0,8005
Sherman (06B867): August 2022,2022-09-07,Arapahoe,2022-08-03,9,0,8005
Cadence Aurora (23048J): August 2022,2022-09-20,Arapahoe,2022-08-08,17,0,8005
Life Care Center of Aurora (0204F6): August 2022,2022-09-15,Arapahoe,2022-08-10,6,0,8005
The Manor on Sycamore Street (23V262),2022-09-06,Arapahoe,2022-08-11,7,0,8005
Planet View Assisted Living LLC (23O148): August 2022,2022-09-06,Arapahoe,2022-08-15,3,0,8005
Brookdale Meridian Englewood (23N600): August 2022,2022-10-04,Arapahoe,2022-08-19,9,0,8005
Assured Assisted Living 9 (23V725): August 2022,2022-09-08,Arapahoe,2022-08-26,6,0,8005
John Thomas House (2304OW): August 2022,2022-09-19,Arapahoe,2022-08-26,3,0,8005
Garden Plaza of Aurora (23O623): August 2022,2022-09-13,Arapahoe,2022-08-29,2,0,8005
Millbrook Homes (2304UX): September 2022,2022-10-17,Arapahoe,2022-08-30,3,0,8005
Highline Place (23L199): August 2022,2022-09-10,Arapahoe,2022-08-31,2,0,8005
Belleview Heights Alzheimer's Special Care (23R712): September 2022	,2022-10-13,Arapahoe,2022-09-06,5,0,8005
Advanced Health Care of Aurora (02D982): September 2022,2022-09-20,Arapahoe,2022-09-07,2,0,8005
Englewood Post Acute and Rehabilitation (020481): September 2022,2022-10-05,Arapahoe,2022-09-09,2,0,8005
The Gardens at Columbine (2304QP): September 2022,2022-09-29,Arapahoe,2022-09-12,3,0,8005
Chelsea Place (23N217): September 2022,2022-11-05,Arapahoe,2022-09-13,29,2,8005
Life Care Center of Littleton (0204RB): September 2022,2023-01-26,Arapahoe,2022-09-13,76,0,8005
The Suites at Holly Creek Assisted Living (23Y389): September 2022,2022-10-17,Arapahoe,2022-09-14,13,0,8005
Rocky Mountain Assisted Living - Euclid (23O244): September 2022,2022-10-17,Arapahoe,2022-09-16,10,0,8005
Shalom Park (0204NU): September 2022,2023-01-25,Arapahoe,2022-09-19,77,2,8005
Brookdale Greenwood Village Assisted Living (2304MV): September 2022,2022-10-11,Arapahoe,2022-09-20,4,0,8005
Cherry Creek Retirement Village (2304E5): September 2022,2022-10-17,Arapahoe,2022-09-23,7,0,8005
St Andrews Village- Independent Living: September 2022,2022-11-01,Arapahoe,2022-09-28,18,0,8005
Montage Hills (0204T9): October 2022,2022-10-20,Arapahoe,2022-10-03,16,0,8005
Brookdale Meridian Englewood (23N600): October 2022,2022-11-08,Arapahoe,2022-10-07,9,0,8005
Julia Temple Healthcare Center (020418): October 2022,2022-10-31,Arapahoe,2022-10-11,6,0,8005
Garden Terrace Alzheimer's Center Of Excellence (020469): October 2022,2023-01-04,Arapahoe,2022-10-13,54,2,8005
Someren Glen Assisted Living (2304VQ): October 2022,2022-12-30,Arapahoe,2022-10-13,19,0,8005
Serenity House Assisted Living IX (23D978): October 2022,2022-11-23,Arapahoe,2022-10-17,9,1,8005
Highline Place (23L199): October 2022,2022-11-10,Arapahoe,2022-10-20,4,0,8005
Abundant Blessings and Care- Marion Way (23V339): October 2022,2022-11-03,Arapahoe,2022-10-21,2,0,8005
St Andrews Village (23G126): October 2022,2022-11-14,Arapahoe,2022-10-21,31,0,8005
Littleton Care and Rehabilitation Center (020462): October 2022,2023-01-22,Arapahoe,2022-10-24,33,2,8005
Limelight Assisted Living LLC (23A463): October 2022,2022-11-02,Arapahoe,2022-10-25,1,0,8005
Serenity House Assisted Living Hunters Hill (23G942): October 2022,2022-11-23,Arapahoe,2022-10-25,3,0,8005
Englewood Post Acute and Rehabilitation (020481): October 2022,2022-12-29,Arapahoe,2022-10-26,51,1,8005
Libby Bortz Assisted Living Center (2304GF): October 2022,2022-11-29,Arapahoe,2022-10-27,54,2,8005
Living With Dignity Assisted Living LLC (23Q264),2022-11-18,Arapahoe,2022-10-31,2,0,8005
Serenity House Assisted Living VI (23I144): October 2022,2022-11-23,Arapahoe,2022-10-31,1,0,8005
Brookdale Greenwood Village (0204W6): October 2022,2022-12-07,Arapahoe,2022-11-01,29,0,8005
Brookdale Greenwood Village Assisted Living (2304MV): October 2022,2022-11-14,Arapahoe,2022-11-01,3,0,8005
Caring Souls Assisted Living At Tollgate (23D456): October 2022,2022-11-12,Arapahoe,2022-11-01,5,0,8005
"Ivory Assisted Living, LLC (23M119)",2022-11-11,Arapahoe,2022-11-01,4,0,8005
Caley Ridge Assisted Living Community (230487): October 2022,2022-12-15,Arapahoe,2022-11-04,48,0,8005
Belleview Heights Alzheimer's Special Care (23R712): November 2022,2022-12-12,Arapahoe,2022-11-07,16,0,8005
Life Care Center of Aurora (0204F6): November 2022,2022-12-10,Arapahoe,2022-11-10,39,0,8005
MorningStar at Jordan (23E528): November 2022,2023-01-03,Arapahoe,2022-11-14,35,1,8005
Peakview Assisted Living and Memory Care (23F490): November 2022,2023-01-10,Arapahoe,2022-11-15,38,0,8005
Caring Souls Assisted Living At Tollgate (23D456): November 2022,2022-11-28,Arapahoe,2022-11-18,1,0,8005
Masters Touch Homes (2304L5): November 2022,2022-12-16,Arapahoe,2022-11-18,9,1,8005
Stonecreek of Littleton (23N524): November 2022,2022-12-29,Arapahoe,2022-11-18,25,2,8005
The Gardens Care Homes - Meadow Hills (23H518): November 2022,2022-12-12,Arapahoe,2022-11-18,13,0,8005
Cherry Hills Assisted Living and Memory Care (23K182): November 2022,2022-12-07,Arapahoe,2022-11-21,5,0,8005
Juniper Village at Aurora (2304S1): November 2022,2022-12-07,Arapahoe,2022-11-21,7,0,8005
Orchard Park Health Care Center (020468): November 2022,2022-12-21,Arapahoe,2022-11-21,19,0,8005
The Suites at Someren Glen Care Center (020471): November 2022,2022-12-02,Arapahoe,2022-11-21,4,0,8005
Brookdale Meridian Englewood (23N600): November 2022,2022-12-21,Arapahoe,2022-11-22,3,0,8005
The Gardens at Columbine (2304QP): November 2022,2022-12-26,Arapahoe,2022-11-22,25,1,8005
Frontier Valley Independent And Assisted Living (2304B1): November 2022,2023-01-13,Arapahoe,2022-11-23,23,0,8005
Golden Orchard I (2304CL): November 2022,2022-12-09,Arapahoe,2022-11-24,3,0,8005
Sunrise at Orchard (2304NM): November 2022,2022-12-15,Arapahoe,2022-11-28,15,0,8005
Xanadu Assisted Living Residence Inc (23K605),2022-12-15,Arapahoe,2022-11-28,9,0,8005
Abundant Blessings and Care Assisted Living- Eastman (23H561): November 2022,2022-12-12,Arapahoe,2022-11-29,3,0,8005
Advanced Health Care of Aurora (02D982): November 2022,2022-12-15,Arapahoe,2022-11-29,8,0,8005
Julia Temple Healthcare Center (020418): November 2022,2023-01-04,Arapahoe,2022-11-29,33,0,8005
The Suites At Holly Creek Care Center (02D456): November 2022,2023-01-09,Arapahoe,2022-11-30,6,0,8005
Caley (06H512): November 2022,2022-12-13,Arapahoe,2022-12-02,3,0,8005
University Heights Rehab and Care Community (020447): December 2022,2022-12-15,Arapahoe,2022-12-02,2,0,8005
Brookdale Greenwood Village Assisted Living (2304MV): December 2022,2022-12-26,Arapahoe,2022-12-05,8,0,8005
Loving Touch Elderly Assistant Care Inc (23Y819),2022-12-30,Arapahoe,2022-12-05,3,0,8005
Cadence Aurora (23048J): December 2022,2023-01-08,Arapahoe,2022-12-13,4,0,8005
Modena Cherry Creek (23P249): December 2022,2023-01-02,Arapahoe,2022-12-13,2,0,8005
High Street Home (06P261): December 2022,2023-01-02,Arapahoe,2022-12-19,7,0,8005
Highline Place (23L199): December 2022,2022-12-31,Arapahoe,2022-12-19,1,0,8005
Renew Saddle Rock (23L575): December 2022,2023-01-22,Arapahoe,2022-12-21,38,1,8005
Caley Ridge Assisted Living Community (230487): December 2022,2023-01-13,Arapahoe,2022-12-22,10,0,8005
Meadow Hills Makarios Assisted Living (23C491): December 2022,2023-01-06,Arapahoe,2022-12-22,4,0,8005
Lighthouse Assisted Living Inc-Steele House (23K560),2023-01-04,Arapahoe,2022-12-27,3,0,8005
"Lighthouse Assisted Living, Inc - Irwin House (23R935): December 2022",2023-01-04,Arapahoe,2022-12-28,3,0,8005
The Suites at Someren Glen Care Center (020471): December 2022,2023-02-06,Arapahoe,2022-12-30,19,0,8005
Someren Glen Assisted Living (2304VQ): December 2022,2023-02-06,Arapahoe,2023-01-03,5,0,8005
Summit Rehabilitation and Care Community (020407): December 2022,2023-01-17,Arapahoe,2023-01-03,5,0,8005
The Suites at Holly Creek Assisted Living (23Y389): December 2022,2023-01-04,Arapahoe,2023-01-03,12,0,8005
Extended Family Assisted Living Inc (23R160),2023-01-18,Arapahoe,2023-01-04,1,0,8005
Montage Hills (2304X1): January 2023,2023-01-23,Arapahoe,2023-01-05,3,0,8005
Highline Place (23L199): January 2023,2023-02-01,Arapahoe,2023-01-06,12,0,8005
The Gardens at Columbine (2304QP): January 2023,2023-01-20,Arapahoe,2023-01-06,4,0,8005
Brookdale Greenwood Village Assisted Living (2304MV): January 2023,2023-01-26,Arapahoe,2023-01-09,3,0,8005
Goshen Assisted Living LLC (23H948),2023-02-01,Arapahoe,2023-01-09,5,0,8005
University Heights Rehab and Care Community (020447): January 2023,2023-02-15,Arapahoe,2023-01-09,20,0,8005
Advanced Health Care of Aurora (02D982): January 2023,2023-02-08,Arapahoe,2023-01-11,3,0,8005
Brookdale Greenwood Village (0204W6): January 2023,2023-03-15,Arapahoe,2023-01-11,20,0,8005
Lowry Hills Care and Rehabilitation (020426): January 2023,2023-02-09,Arapahoe,2023-01-16,3,0,8005
Brookdale Meridian Englewood (020409): January 2023,2023-02-07,Arapahoe,2023-01-17,1,0,8005
Garden Terrace Alzheimer's Center Of Excellence (020469): January 2023,2023-02-03,Arapahoe,2023-01-17,4,0,8005
Belleview Senior Living (23V342): January 2023,2023-02-16,Arapahoe,2023-01-23,13,0,8005
Littleton Care and Rehabilitation Center (020462): February 2023,2023-02-28,Arapahoe,2023-01-23,3,0,8005
Montage Hills (0204T9): January 2023,2023-02-06,Arapahoe,2023-01-23,1,0,8005
Orchard Park Health Care Center (020468): January 2023,2023-02-04,Arapahoe,2023-01-23,8,0,8005
Cadence Aurora (23048J): January 2023,2023-02-08,Arapahoe,2023-01-27,3,0,8005
Life Care Center of Aurora (0204F6): January 2023,2023-03-01,Arapahoe,2023-01-27,7,0,8005
Summit Rehabilitation and Care Community (020407): January 2023,2023-02-15,Arapahoe,2023-01-30,8,0,8005
Loving Life Assisted Living (2304SS),2023-02-21,Arapahoe,2023-02-01,4,0,8005
Millbrook Homes (2304UX): January 2023,2023-02-15,Arapahoe,2023-02-01,2,0,8005
The Suites at Holly Creek Assisted Living (23Y389): February 2023,2023-02-28,Arapahoe,2023-02-07,3,0,8005
Flourish Supportive Living at Floyd (23Z309): February 2023,2023-02-24,Arapahoe,2023-02-10,2,0,8005
Brookdale Greenwood Village Assisted Living (2304MV): February 2023,2023-03-18,Arapahoe,2023-02-13,10,0,8005
Someren Glen Assisted Living (2304VQ): February 2023,2023-03-17,Arapahoe,2023-02-14,28,0,8005
The Suites At Holly Creek Care Center (02D456): February 2023,2023-03-17,Arapahoe,2023-02-15,14,0,8005
Cherrelyn Healthcare Center (020428): February 2023,2023-03-10,Arapahoe,2023-02-16,2,0,8005
Nora Personal Care Assisted Living LLC (23R196): February 2023,2023-03-02,Arapahoe,2023-02-16,3,0,8005
Advanced Health Care of Aurora (02D982): February 2023,2023-02-28,Arapahoe,2023-02-17,1,0,8005
Caley Ridge Assisted Living Community (230487): February 2023,2023-03-13,Arapahoe,2023-02-17,8,0,8005
Modena Cherry Creek (23P249): February 2023,2023-03-08,Arapahoe,2023-02-21,1,0,8005
Novellus Cherry Creek (23H133): February 2023,2023-03-08,Arapahoe,2023-02-21,5,0,8005
Cherry Hills Assisted Living and Memory Care (23K182): February 2023,2023-03-12,Arapahoe,2023-02-24,2,0,8005
Cherry Creek Retirement Village (2304E5): February 2023,2023-03-14,Arapahoe,2023-03-01,2,0,8005
Littleton Care and Rehabilitation Center (020462): March 2023,2023-03-24,Arapahoe,2023-03-01,11,0,8005
Summit Rehabilitation and Care Community (020407): March 2023,2023-03-22,Arapahoe,2023-03-02,3,0,8005
Life Care Center of Aurora (0204F6): March 2023,2023-04-12,Arapahoe,2023-03-06,28,0,8005
Five Star Residences of Dayton Place (2304D3): March 2023,2023-03-23,Arapahoe,2023-03-07,12,0,8005
Modena Cherry Creek (23P249): March 2023,2023-03-31,Arapahoe,2023-03-10,6,0,8005
Flourish Supportive Living at Floyd (23Z309): March 2023,2023-03-29,Arapahoe,2023-03-17,1,0,8005
Garden Terrace Alzheimer's Center Of Excellence (020469): March 2023,2023-04-13,Arapahoe,2023-03-17,3,0,8005
Juniper Village at Aurora (2304S1): March 2023,2023-03-25,Arapahoe,2023-03-17,17,0,8005
The Suites at Holly Creek Assisted Living (23Y389): March 2023,2023-04-10,Arapahoe,2023-03-20,2,0,8005
Novellus Cherry Creek (23H133): March 2023,2023-04-06,Arapahoe,2023-03-24,2,0,8005
Cadence Aurora (23048J): March 2023,2023-04-20,Arapahoe,2023-03-28,14,1,8005
Rocky Mountain Assisted Living - Milwaukee (23W277): March 2023,2023-04-25,Arapahoe,2023-03-28,15,0,8005
Frontier Valley Independent And Assisted Living (2304B1): March 2023,2023-04-13,Arapahoe,2023-03-30,1,0,8005
Golden Orchard II (2304U9): March 2023,2023-04-13,Arapahoe,2023-04-10,1,0,8005
Boulder Manor (020339): April 2020,2020-07-02,Boulder,2020-03-19,73,7,8013
Frasier Meadows Manor Inc. Assisted Living Center (23J640): April 2020,2020-06-19,Boulder,2020-03-30,11,0,8013
Balfour Retirement Community (02033Y): April 2020,2020-06-22,Boulder,2020-03-31,30,5,8013
The Bridge Assisted Living at Life Care Center of Longmont (2303KO): April 2020,2020-05-12,Boulder,2020-04-01,35,9,8013
Life Care Center of Longmont (020316): April 2020,2020-07-22,Boulder,2020-04-03,25,1,8013
The Peaks Care Center (020391): April 2020,2020-07-09,Boulder,2020-04-04,87,20,8013
Powerback Rehabilitation Lafayette (02U713): April 2020,2020-07-08,Boulder,2020-04-09,25,5,8013
Mesa Vista of Boulder (020380): April 2020,2020-07-07,Boulder,2020-04-11,62,5,8013
Simply Delicious- Boulder,2020-07-06,Boulder,2020-05-11,5,0,8013
Circle Graphics,2020-07-14,Boulder,2020-05-18,10,0,8013
Izzio Bakery,2020-06-07,Boulder,2020-05-18,8,0,8013
Applewood Living Center (020375): May 2020,2020-07-02,Boulder,2020-05-23,6,0,8013
Universal Forest Products,2020-07-08,Boulder,2020-05-31,5,0,8013
Pasta Jay's: June 2020,2020-07-13,Boulder,2020-06-13,5,0,8013
995 Regent Drive Construction Site,2020-05-22,Boulder,2020-06-16,4,0,8013
Boulder Country Club,2020-08-18,Boulder,2020-06-28,6,0,8013
Kidney Center of Longmont,2020-08-18,Boulder,2020-07-07,3,0,8013
Ball Aerospace,2020-08-13,Boulder,2020-07-13,7,0,8013
Black Cat Restaurant,2020-08-11,Boulder,2020-07-20,3,0,8013
Boulder County Jail: July 2020,2020-08-18,Boulder,2020-07-21,2,0,8013
Pasta Jay's: July 2020,2020-08-27,Boulder,2020-07-31,2,0,8013
Hacienda Jalisco,2020-09-09,Boulder,2020-08-02,8,0,8013
The Learning Experience - Lafayette: August 2020,2020-09-04,Boulder,2020-08-03,3,0,8013
University of Colorado Boulder - Athletics Training Group D,2020-08-18,Boulder,2020-08-03,2,0,8013
Yellowbelly Chicken,2020-08-26,Boulder,2020-08-11,6,0,8013
PowerBack Rehabilitation Lafayette (02U713): August 2020,2020-09-11,Boulder,2020-08-14,2,2,8013
Azteca Painting,2020-09-03,Boulder,2020-08-21,8,0,8013
Valley Nissan,2020-10-14,Boulder,2020-09-08,17,0,8013
Mesa Vista of Boulder (020380): September 2020,2020-10-08,Boulder,2020-09-11,8,0,8013
University of Colorado Boulder Community Outbreak,2021-06-01,Boulder,2020-09-23,3798,0,8013
Elva Martinez Housecleaning,2020-10-20,Boulder,2020-09-28,2,0,8013
Insolroll,2020-12-15,Boulder,2020-09-28,8,0,8013
Wild Basin Lodge,2020-11-03,Boulder,2020-10-02,4,0,8013
BVSD Transportation Lafayette Terminal,2020-11-05,Boulder,2020-10-06,2,0,8013
Starbucks - Arapahoe,2020-10-27,Boulder,2020-10-06,2,0,8013
Boulder Valley Waldorf School,2020-11-02,Boulder,2020-10-07,3,0,8013
Cinnamon Park (230367): October 2020,2020-11-08,Boulder,2020-10-12,6,0,8013
Taco Bell- Boulder (Main St),2020-11-17,Boulder,2020-10-13,3,0,8013
Exploring Minds Academy: October 2020,2020-11-10,Boulder,2020-10-14,3,0,8013
City of Boulder - Operations,2020-11-17,Boulder,2020-10-15,12,0,8013
DaVita- Boulder,2020-12-22,Boulder,2020-10-19,13,0,8013
Wong Orthodontics,2020-11-10,Boulder,2020-10-19,2,0,8013
MorningStar of Boulder (23F542): October 2020,2020-12-14,Boulder,2020-10-21,5,0,8013
Life Care Center of Longmont (020316): October 2020,2021-02-06,Boulder,2020-10-22,149,32,8013
Westview Middle School: October 2020,2021-02-01,Boulder,2020-10-22,8,0,8013
Bixby School,2020-11-20,Boulder,2020-10-23,4,0,8013
Charlotte's Web Inc.,2020-11-24,Boulder,2020-10-24,4,0,8013
Aunt Alice's Kitchen,2020-12-15,Boulder,2020-10-26,11,0,8013
The Learning Experience - Lafayette: October 2020,2020-12-03,Boulder,2020-10-26,5,0,8013
TLC Learning Center: October 2020,2020-12-03,Boulder,2020-10-26,6,0,8013
Goodfella's Diner,2020-11-25,Boulder,2020-10-28,3,0,8013
Pella Corner Animal Clinic,2020-11-18,Boulder,2020-10-28,2,0,8013
Watershed School,2020-12-22,Boulder,2020-10-28,4,0,8013
Eisenhower Elementary School: October 2020,2020-11-24,Boulder,2020-10-29,4,0,8013
Southpaw Electric,2020-11-17,Boulder,2020-10-29,3,0,8013
Mead High School,2021-01-10,Boulder,2020-10-30,19,0,8013
Social Gathering- Boulder County: October 2020,2020-11-24,Boulder,2020-10-30,6,0,8013
Countryside Montessori,2020-12-03,Boulder,2020-11-01,4,0,8013
Guidepost Montessori School: November 2020,2020-12-17,Boulder,2020-11-01,3,0,8013
Sacred Heart of Jesus School,2021-02-02,Boulder,2020-11-06,14,0,8013
Skyline High School: November 2020,2021-01-10,Boulder,2020-11-06,23,0,8013
Balfour Cherrywood Village (2303Z4): November 2020,2021-01-19,Boulder,2020-11-10,32,7,8013
Balfour Retirement Community (02033Y): November 2020,2021-02-03,Boulder,2020-11-10,26,1,8013
Boulder Bilingual Childcare & Preschool: November 2020,2021-01-10,Boulder,2020-11-10,6,0,8013
Sunrise Assisted Living of Boulder (23H563): November 2020,2021-02-03,Boulder,2020-11-10,27,0,8013
TinyMinders North Daycare & Preschool: November 2020,2021-01-10,Boulder,2020-11-10,5,0,8013
Wild Plum Center- Powell: November 2020,2021-01-18,Boulder,2020-11-10,20,0,8013
Jump Start Early Learning Academy - Longmont: November 2020,2020-12-17,Boulder,2020-11-11,3,0,8013
Arapahoe Dental,2020-11-13,Boulder,2020-11-13,2,0,8013
Colorado Sleep Institute,2020-12-22,Boulder,2020-11-13,4,0,8013
Crest View Elementary School: November 2020,2021-01-06,Boulder,2020-11-13,5,0,8013
ICCs Halfway house,2021-03-03,Boulder,2020-11-13,14,0,8013
Lighthouse Neurofeedback and Behavior Analysis,2020-12-22,Boulder,2020-11-13,3,0,8013
University Hill Elementary School: November 2020,2021-01-07,Boulder,2020-11-13,5,0,8013
Boulder High School: November 2020,2020-12-23,Boulder,2020-11-14,7,0,8013
Pioneer Bilingual Elementary School: November 2020,2020-12-23,Boulder,2020-11-14,2,0,8013
Mesa Vista of Boulder (020380): November 2020,2021-02-01,Boulder,2020-11-16,113,1,8013
Balfour at Lavender Farms (23Y832): November 2020,2020-12-08,Boulder,2020-11-17,10,0,8013
Invitae,2021-01-08,Boulder,2020-11-17,6,0,8013
Accel at Longmont (02V342): October 2020,2021-01-29,Boulder,2020-11-18,45,2,8013
Longmont High School: November 2020,2021-01-10,Boulder,2020-11-18,15,0,8013
Alpine Elementary School- Early Education,2020-12-15,Boulder,2020-11-23,2,0,8013
"Hydrapak, LLC",2021-01-06,Boulder,2020-11-23,3,0,8013
Sunset Academy: November 2020,2020-12-31,Boulder,2020-11-23,9,0,8013
The Goddard School of Longmont: November 2020,2021-01-05,Boulder,2020-11-23,8,0,8013
Frasier Meadows Manor Inc. Assisted Living Center (23J640): November 2020,2021-02-04,Boulder,2020-11-24,24,0,8013
